Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM21,OUT018,3318.0143
FDX56,OUT035,3131.32398
FDF10,OUT017,2688.70014
FDT32,OUT045,2657.2078
FDM51,OUT018,1401.30926
NCR50,OUT018,2761.87156
FDI19,OUT049,3626.74576
FDX21,OUT017,1970.96774
FDR31,OUT035,2365.98688
FDY02,OUT013,4050.19456
NCA29,OUT045,3864.90242
NCX17,OUT046,3330.06528
FDM12,OUT045,2368.84982
FDI53,OUT027,3229.4629
NCU30,OUT049,2419.58378
FDC56,OUT027,3864.969
FDK27,OUT018,1306.43276
NCK18,OUT017,3072.9999
FDB52,OUT019,419.72032
DRG25,OUT027,6190.74156
FDZ13,OUT049,832.05026
FDB57,OUT019,564.53182
FDR40,OUT046,817.53582
NCO14,OUT019,117.97976
NCN19,OUT045,2671.45592
FDQ28,OUT019,280.6347
FDO13,OUT018,2023.89884
FDK48,OUT013,1224.93884
FDU07,OUT018,1948.1308
FDW20,OUT046,2503.80748
FDV12,OUT010,211.59124
FDH24,OUT013,2650.15032
FDV59,OUT049,2913.47422
FDK57,OUT045,1747.19236
FDL16,OUT027,814.47314
NCQ17,OUT046,2588.03118
FDJ15,OUT018,2533.96822
FDX24,OUT049,1338.9238
FDT47,OUT046,1510.50046
FDT10,OUT049,989.57854
FDZ37,OUT018,860.74624
FDW43,OUT027,6904.94522
DRN36,OUT017,1436.72982
FDJ14,OUT045,957.0875
FDA32,OUT013,2343.68258
FDJ38,OUT019,598.42104
FDQ57,OUT017,2213.05262
NCQ41,OUT019,827.72256
FDG56,OUT049,919.4698
DRC13,OUT027,3117.00928
FDV55,OUT035,2477.90786
FDQ49,OUT045,2421.1817
FDE29,OUT010,161.58966
FDR03,OUT013,4998.8264
FDD45,OUT049,1371.548
FDN38,OUT010,388.22798
FDT56,OUT046,732.7129
FDT48,OUT045,3659.03706
FDU03,OUT049,4133.88562
FDC56,OUT010,212.78968
NCO43,OUT027,2891.5694
FDQ27,OUT017,1830.01788
FDR03,OUT046,3311.48946
DRH23,OUT010,168.31424
FDG22,OUT045,711.27414
NCJ42,OUT013,1523.15066
FDR24,OUT046,1519.28902
FDW60,OUT035,2988.64304
FDJ08,OUT013,3024.79598
DRL59,OUT018,905.75432
FDG60,OUT010,755.08378
FDW27,OUT017,2508.66782
FDX14,OUT018,1289.52144
FDC20,OUT013,832.44974
NCS29,OUT018,3827.28472
FDJ56,OUT046,1579.34418
FDB20,OUT019,189.22036
FDL28,OUT027,6083.7475
FDW01,OUT018,2213.51868
FDL03,OUT046,2209.25756
FDX22,OUT049,4957.5468
FDJ21,OUT035,2470.65064
FDR31,OUT045,1839.20592
FDG21,OUT035,3033.45138
FDS22,OUT027,1034.58662
FDK08,OUT035,1344.98258
FDE17,OUT018,3328.86684
NCN30,OUT017,1287.25772
FDT50,OUT046,1187.05482
NCX42,OUT049,2124.43464
FDJ12,OUT035,4384.69248
NCA18,OUT027,3014.67582
FDP23,OUT019,481.0405
FDX12,OUT013,4066.90614
FDN40,OUT018,2523.7149
FDV48,OUT035,1487.59694
NCY54,OUT013,2815.60162
FDL16,OUT010,139.01904
FDR45,OUT018,1762.90524
FDJ52,OUT046,2529.50736
DRG01,OUT017,1595.38996
FDP52,OUT013,5221.40334
FDU58,OUT017,3386.05906
FDL02,OUT045,1546.45366
FDG28,OUT013,3558.10178
FDA19,OUT035,2412.92578
FDW46,OUT027,1822.09486
NCD43,OUT049,1562.9655
DRG39,OUT013,843.76834
NCF55,OUT049,607.94198
FDJ07,OUT046,1796.59472
FDE08,OUT046,2575.51414
FDP56,OUT019,101.73424
FDT45,OUT045,831.11814
FDF17,OUT018,2956.75122
FDX44,OUT046,1514.695
FDM28,OUT027,5078.32292
FDI36,OUT049,3235.92116
FDS07,OUT045,1918.90218
FDD36,OUT045,1527.81126
FDW11,OUT046,868.46952
FDN40,OUT049,2052.79456
NCQ18,OUT049,2191.21438
NCQ54,OUT017,3522.14858
NCS42,OUT045,1799.52424
DRH39,OUT010,158.26066
FDC09,OUT027,2925.39204
FDT08,OUT010,312.926
FDC08,OUT035,3605.57332
FDT20,OUT017,606.27748
FDS35,OUT035,822.86222
FDX58,OUT018,3412.42474
FDW58,OUT046,1745.99392
DRD27,OUT046,1419.08612
FDH32,OUT019,164.71892
FDS26,OUT035,4657.20442
FDQ31,OUT046,1166.94766
FDP11,OUT018,4285.62144
FDD58,OUT017,2089.54672
FDM33,OUT045,4502.07302
FDZ16,OUT049,4278.23106
NCS29,OUT010,567.86082
NCM18,OUT019,167.1158
FDP11,OUT049,3342.6489
NCC42,OUT017,2394.15022
DRM23,OUT046,2815.13556
NCN55,OUT027,4289.94914
FDK46,OUT013,3782.14348
FDR01,OUT046,3408.69626
NCA05,OUT045,1521.61932
NCP43,OUT017,2681.1766
FDR12,OUT010,379.03994
FDQ01,OUT013,2891.70256
FDM13,OUT046,1041.77726
FDQ19,OUT017,4490.28836
FDK56,OUT019,421.31824
NCX06,OUT010,529.24442
FDO56,OUT027,3155.69226
FDU45,OUT045,2332.16424
FDI16,OUT019,145.54388
FDL32,OUT046,2281.0308
FDA07,OUT046,2651.41534
FDA14,OUT045,1499.31502
FDV46,OUT027,3448.04504
NCO07,OUT035,4082.48586
NCP41,OUT046,1645.8576
FDY60,OUT018,1502.3777
FDN38,OUT017,2911.07734
FDO15,OUT046,1281.73158
FDT60,OUT013,2064.57922
FDA55,OUT035,4171.70306
FDE02,OUT010,167.1158
DRJ39,OUT049,3401.50562
FDV34,OUT035,1332.9316
FDS20,OUT027,5008.54708
FDF02,OUT027,3230.32844
FDW40,OUT017,2631.30818
NCB43,OUT046,2508.53466
FDR58,OUT017,1227.93494
DRJ59,OUT035,691.56646
NCD30,OUT017,1407.63436
FDE14,OUT017,2053.79326
FDC28,OUT018,1655.1788
FDU16,OUT018,1162.61996
NCD19,OUT035,968.739
FDU21,OUT046,573.98618
FDV59,OUT027,4744.35764
FDU03,OUT045,2805.54804
FDC33,OUT010,682.31184
NCR42,OUT035,477.3786
DRH59,OUT035,1264.6871
NCM31,OUT035,2028.55944
FDS50,OUT035,3900.65588
FDP39,OUT046,775.05778
FDQ55,OUT013,2176.63336
FDV36,OUT019,227.0378
FDI05,OUT027,2457.26806
FDS45,OUT027,1983.28504
FDA39,OUT045,526.24832
FDC37,OUT010,180.56496
FDJ60,OUT027,4081.75348
DRQ35,OUT046,2242.81388
NCJ06,OUT046,1571.22142
NCY42,OUT018,2315.9853
DRM37,OUT049,3578.80816
FDR14,OUT045,756.81486
FDE51,OUT049,737.7064
FDT33,OUT017,3177.66366
FDR08,OUT013,2311.45786
FDE36,OUT010,349.67816
FDL22,OUT019,311.52782
FDR44,OUT013,2339.22172
FDI56,OUT019,256.13326
FDE47,OUT010,268.9832
FDV27,OUT010,217.91634
FDV10,OUT049,779.05258
FDC40,OUT045,1741.46648
NCX41,OUT013,3017.20586
NCQ38,OUT027,1967.37242
FDV12,OUT027,2728.31524
FDE52,OUT017,1732.7445
FDG20,OUT027,3950.32456
FDV16,OUT027,1018.0082
FDI32,OUT017,2932.71584
FDJ32,OUT049,836.97718
FDN39,OUT018,2917.80192
FDY34,OUT017,3409.69496
FDC14,OUT035,914.20998
FDA55,OUT017,4742.8263
FDZ50,OUT010,738.10588
DRG13,OUT049,2507.00332
FDP01,OUT013,1977.82548
NCG54,OUT017,3395.71316
FDM13,OUT045,1724.88806
NCO18,OUT027,5058.0826
NCW41,OUT013,2859.47784
FDM52,OUT027,3588.06278
NCF55,OUT035,806.2838
FDT09,OUT046,2122.96988
NCM19,OUT035,1842.6015
FDW12,OUT018,1295.77996
FDP15,OUT019,775.45726
FDK36,OUT045,708.34462
FDZ25,OUT035,2908.8802
NCW06,OUT049,3222.33884
FDW60,OUT046,1940.00804
DRC49,OUT013,2438.95856
NCT17,OUT035,2956.75122
NCN06,OUT018,2500.94454
FDC45,OUT013,1946.1334
DRJ47,OUT019,523.05248
NCF06,OUT045,4384.49274
FDE21,OUT010,316.65448
DRG27,OUT013,664.1355
FDW40,OUT049,2558.93572
NCO53,OUT046,2807.94492
FDE23,OUT049,754.48456
FDQ16,OUT046,1946.39972
FDS26,OUT045,5145.83504
FDZ13,OUT010,76.63358
FDS14,OUT049,2015.7095
FDC10,OUT045,1474.88016
FDY16,OUT049,3692.26048
FDJ20,OUT035,2650.48322
FDV43,OUT035,758.0133
FDZ32,OUT027,2458.73282
FDR23,OUT046,2302.20324
FDN24,OUT035,773.9925
FDE34,OUT027,5936.6057
FDU31,OUT013,3477.93946
FDW33,OUT018,1603.04666
FDU26,OUT046,1809.57782
FDE20,OUT027,4428.2358
NCW05,OUT035,2908.61388
FDB22,OUT018,2330.16684
FDO56,OUT046,2057.78806
FDA19,OUT027,4530.1032
DRI39,OUT045,903.22428
FDH52,OUT018,826.45754
FDZ50,OUT035,4197.13662
NCN42,OUT035,2405.93488
FDB53,OUT013,3305.63042
DRG11,OUT017,2161.12022
DRK11,OUT027,3981.55058
FDQ60,OUT017,2080.15894
FDT36,OUT017,546.9547
DRG25,OUT018,4444.08184
DRJ23,OUT046,3167.94298
FDG05,OUT035,2619.923
NCK06,OUT018,1869.69956
FDU52,OUT017,2455.33724
FDW07,OUT018,1187.98694
NCM17,OUT045,1025.79806
FDA22,OUT045,3146.9037
NCA41,OUT018,3379.13474
FDF38,OUT035,576.5828
FDH52,OUT046,953.89166
FDY58,OUT019,475.84726
FDZ16,OUT045,3045.43578
NCM18,OUT017,1290.3204
FDA22,OUT018,2862.80684
NCJ43,OUT035,3302.10168
FDI34,OUT027,8442.41058
FDG56,OUT046,1267.94952
FDS34,OUT046,1918.30296
DRC01,OUT035,816.6037
FDQ04,OUT035,667.1316
FDK04,OUT035,738.23904
FDT51,OUT049,1688.53538
FDV26,OUT017,3228.66394
FDS04,OUT049,2412.1934
FDW43,OUT018,3155.95858
FDQ28,OUT010,317.52002
NCK06,OUT017,2036.54904
FDS23,OUT018,2098.73476
FDZ36,OUT019,422.1172
FDE56,OUT018,748.49236
FDW10,OUT027,4835.43908
NCN14,OUT045,3239.91596
NCQ18,OUT045,1778.75128
FDW08,OUT017,1293.78256
FDU43,OUT035,3949.59218
FDR33,OUT010,305.86852
FDM24,OUT010,374.24618
NCZ05,OUT046,1540.86094
NCV41,OUT035,1982.48608
FDV11,OUT018,2797.3587
NCY05,OUT035,776.12306
FDV44,OUT018,2333.2961
FDW32,OUT049,1219.01322
NCU18,OUT027,4213.24898
NCC43,OUT035,3517.62114
FDW19,OUT013,1235.7248
FDN31,OUT035,3777.01682
FDI48,OUT045,839.30748
FDS24,OUT017,1497.91684
FDF46,OUT049,1740.7341
DRG23,OUT017,2127.16442
FDG14,OUT018,2875.78994
NCY30,OUT049,2828.6513
FDO28,OUT018,1214.81868
DRD24,OUT035,2131.02606
FDI33,OUT049,1588.79854
FDN32,OUT046,2984.58166
FDR16,OUT045,4988.37334
FDF26,OUT046,1818.76586
NCN29,OUT018,658.01014
FDE20,OUT045,3075.79626
FDA46,OUT046,3220.40802
FDU28,OUT045,2400.60848
FDQ48,OUT045,1225.7378
FDV36,OUT013,2550.54664
FDR14,OUT018,309.99648
FDP23,OUT017,4265.18138
FDP56,OUT013,729.7168
FDK48,OUT010,153.93296
FDR48,OUT046,2414.79002
NCY29,OUT049,922.06642
FDM22,OUT018,885.11452
DRJ01,OUT013,2043.0073
FDZ43,OUT045,2875.5902
FDV03,OUT035,2839.57042
FDX11,OUT027,4258.1239
NCA41,OUT027,3863.23792
FDE38,OUT017,2434.4977
FDI27,OUT018,573.9196
FDN32,OUT013,3518.28694
NCN43,OUT017,2458.73282
FDB47,OUT027,5699.78064
FDV03,OUT017,2712.66894
NCN30,OUT045,1123.67066
NCV54,OUT010,310.79544
FDV07,OUT013,1713.83578
FDP07,OUT049,2089.67988
FDK48,OUT018,885.38084
FDM15,OUT019,167.7816
FDY19,OUT027,3061.61472
FDK46,OUT046,4425.70576
FDY11,OUT045,984.91794
FDH09,OUT046,585.904
FDO08,OUT027,4081.28742
FDU14,OUT013,4249.1356
FDD22,OUT027,4006.18518
FDM27,OUT017,2269.77878
FDL02,OUT027,3285.45668
NCA17,OUT035,2416.854
FDE38,OUT019,296.68048
NCG07,OUT049,3000.29454
DRC27,OUT013,4340.6831
FDA27,OUT035,1892.8694
FDW40,OUT045,2194.54338
DRI11,OUT013,1547.58552
FDN50,OUT046,1545.9876
FDR12,OUT046,3204.22908
FDT34,OUT027,3043.23864
FDW11,OUT035,1095.44074
NCO30,OUT027,5223.93338
FDZ34,OUT017,3737.4683
FDU45,OUT017,2177.96496
NCD42,OUT035,695.36152
FDX25,OUT045,2775.52046
NCR29,OUT046,1096.43944
FDX43,OUT019,610.27228
FDB04,OUT010,172.04272
FDR49,OUT027,1586.80114
FDS39,OUT018,1717.764
FDW58,OUT045,1367.28688
FDG22,OUT019,62.2523
FDG31,OUT017,745.62942
NCV53,OUT027,6248.00036
DRJ37,OUT035,2757.94334
FDV07,OUT035,1680.87868
FDW52,OUT018,2441.1557
FDT15,OUT045,2681.44292
FDD02,OUT018,2037.21484
FDM16,OUT035,1446.65024
NCE55,OUT046,2466.92216
FDB57,OUT018,2566.9919
FDQ04,OUT013,660.67334
FDQ47,OUT019,79.82942
FDY14,OUT019,396.08442
DRK37,OUT017,4215.91218
FDO25,OUT017,4593.08788
FDL57,OUT046,4673.78284
NCK29,OUT018,2161.05364
FDK46,OUT027,7002.75124
NCB43,OUT010,563.2668
DRE01,OUT027,5608.6992
FDC46,OUT018,4120.50304
FDQ23,OUT045,1725.88676
FDX38,OUT049,687.7714
FDG60,OUT018,3168.5422
FDW55,OUT017,3606.37228
FDP39,OUT013,665.86658
FDB20,OUT018,866.27238
FDV21,OUT017,2845.36288
FDZ02,OUT013,1228.0681
FDP19,OUT027,3284.52456
FDA38,OUT035,4082.08638
FDH22,OUT045,2236.7551
DRM11,OUT045,4683.5701
FDO12,OUT027,2675.38414
FDT14,OUT049,2571.9854
FDW34,OUT010,641.89778
FDG04,OUT027,4438.75544
FDW59,OUT018,1168.34584
FDR33,OUT018,2127.09784
FDP32,OUT013,1928.02364
FDL13,OUT027,5654.17334
FDD22,OUT013,2658.8723
FDV40,OUT027,1447.4492
NCD55,OUT046,448.0834
FDQ20,OUT010,112.98626
FDD28,OUT045,732.97922
FDC39,OUT045,2986.91196
NCR17,OUT049,1743.92994
DRO35,OUT018,1454.24036
FDF40,OUT049,3400.2406
FDR31,OUT018,2252.13508
NCQ41,OUT017,3053.3588
FDP38,OUT046,531.90762
NCU54,OUT027,5264.1477
FDG22,OUT018,557.9404
DRK59,OUT013,3281.3953
FDC37,OUT046,2215.58266
NCO42,OUT013,2695.1584
NCT42,OUT017,1760.3752
FDX27,OUT035,2234.62454
FDV40,OUT018,1122.07274
FDT45,OUT027,2241.7486
FDS47,OUT019,254.46876
FDR45,OUT035,5103.42358
FDB03,OUT045,4036.34592
FDO49,OUT035,933.4516
FDU60,OUT027,4363.3203
FDB26,OUT018,903.89008
FDB46,OUT017,2804.54934
FDQ37,OUT019,493.0249
FDN03,OUT017,4976.78842
NCX30,OUT045,3904.05146
FDK32,OUT019,391.4904
DRM47,OUT013,4337.88674
NCO02,OUT046,1682.01054
FDP04,OUT013,607.74224
NCO43,OUT049,2197.87238
FDD59,OUT013,1342.85202
FDQ10,OUT017,3634.00298
FDW45,OUT035,2593.42416
NCK30,OUT049,3896.2616
FDU31,OUT018,2488.82698
NCQ17,OUT019,231.96472
FDN01,OUT017,2311.19154
FDZ19,OUT049,1701.85138
DRG37,OUT017,1773.22514
FDE32,OUT045,558.87252
FDO34,OUT049,3040.64202
FDM04,OUT019,183.89396
FDZ25,OUT049,3197.97056
FDU08,OUT049,1465.35922
NCW30,OUT045,3968.36774
NCM18,OUT013,1039.84644
FDS22,OUT035,511.26782
NCH18,OUT017,2771.85856
FDC23,OUT013,2879.71816
FDY46,OUT013,2941.63756
NCU06,OUT046,4372.04228
FDX57,OUT045,1766.83346
FDX36,OUT027,5133.91722
FDL16,OUT045,806.15064
FDT16,OUT010,806.74986
FDN16,OUT018,1416.42292
FDC03,OUT046,3319.14616
DRF60,OUT013,4891.49944
FDS27,OUT027,4844.42738
FDP33,OUT010,640.1667
FDJ36,OUT018,1213.22076
NCR42,OUT013,396.75022
FDV14,OUT017,1095.64048
NCP42,OUT035,3223.8036
FDB50,OUT027,2078.02838
NCC30,OUT027,5341.51366
FDA23,OUT018,1632.47502
FDW16,OUT017,1267.41688
FDQ52,OUT010,559.73806
FDB58,OUT049,1813.77236
NCP29,OUT049,917.73872
NCM05,OUT045,3736.93566
FDO25,OUT013,3580.20634
NCM54,OUT046,2567.05848
NCL54,OUT046,2803.08458
FDL39,OUT010,414.66024
FDF53,OUT018,3813.3695
NCQ42,OUT035,2553.20984
FDF58,OUT013,940.1096
FDZ04,OUT035,1110.48782
FDE26,OUT019,235.0274
FDS60,OUT017,2718.86088
FDV58,OUT017,1990.87516
FDM04,OUT045,827.05676
FDE08,OUT035,2483.96664
NCB43,OUT049,2904.08644
FDU11,OUT010,287.9585
FDF22,OUT019,483.23764
FDE24,OUT013,2277.76838
DRJ49,OUT046,2203.19878
NCQ53,OUT035,6125.36
NCL41,OUT013,442.89016
FDR22,OUT013,2186.68694
FDH04,OUT035,1375.80912
DRH15,OUT045,847.82972
FDY40,OUT049,641.43172
NCI17,OUT035,1447.31604
NCC18,OUT013,2465.72372
FDY28,OUT027,5676.01158
FDB45,OUT027,2448.1466
NCL30,OUT018,1706.64514
FDM10,OUT017,4067.17246
FDH22,OUT027,3233.25796
NCZ53,OUT017,2609.46994
NCI18,OUT013,2226.90126
FDH14,OUT027,2999.7619
FDR36,OUT027,918.00504
FDW01,OUT045,2675.78362
FDK02,OUT027,3234.92246
FDJ02,OUT018,1900.45952
FDU55,OUT013,5179.65768
NCV18,OUT027,2758.14308
FDH14,OUT018,2066.11056
FDZ37,OUT045,1390.32356
FDX49,OUT049,4151.86222
NCD43,OUT046,1677.4831
FDZ07,OUT013,958.55226
FDK43,OUT035,2616.32768
FDR32,OUT018,3741.39652
FDT39,OUT013,2439.29146
NCV54,OUT017,1910.846
FDF38,OUT018,187.22296
FDV60,OUT046,2330.49974
FDH44,OUT027,4183.28798
FDS21,OUT046,1015.6779
NCL41,OUT045,568.39346
FDM46,OUT017,1938.67644
FDU27,OUT045,908.68384
NCJ54,OUT017,3855.58122
DRG51,OUT018,1933.94926
NCA29,OUT019,377.10912
FDR47,OUT045,2647.5537
NCL19,OUT027,2961.41182
DRG01,OUT049,1243.0486
FDG10,OUT046,915.1421
NCV05,OUT049,2187.35274
NCH18,OUT019,591.49672
FDV14,OUT018,855.75274
DRJ23,OUT035,3815.30032
DRJ11,OUT046,3609.90102
FDZ03,OUT017,3568.15536
FDI27,OUT010,85.5553
FDJ14,OUT018,1098.70316
FDU32,OUT017,1442.05622
FDD47,OUT027,3384.32798
DRF36,OUT035,3245.17578
FDM21,OUT046,4643.2892
FDV10,OUT018,691.56646
FDH60,OUT018,2220.04352
FDX47,OUT010,455.20746
FDT19,OUT019,486.034
FDO11,OUT045,6602.60544
FDH24,OUT027,3654.84252
FDL02,OUT018,1160.8223
FDB02,OUT049,2701.1506
FDA43,OUT046,2138.74934
FDG52,OUT045,603.74744
DRC12,OUT013,3509.29864
FDY37,OUT018,1723.0904
NCU18,OUT045,2178.43102
FDU09,OUT035,799.49264
DRJ25,OUT027,1456.37092
DRE12,OUT018,2151.00006
DRL47,OUT017,2302.53614
DRK01,OUT046,1325.07516
FDC22,OUT019,559.47174
FDG44,OUT013,894.36914
FDW04,OUT035,1715.36712
FDK09,OUT049,4114.84374
NCN43,OUT035,2382.63188
FDG04,OUT049,3456.23438
FDH32,OUT010,212.78968
DRI47,OUT017,3201.76562
DRE15,OUT013,912.87838
FDY11,OUT035,1259.6936
FDO60,OUT049,622.38984
FDQ20,OUT018,461.3994
FDO57,OUT027,4088.74438
FDT14,OUT019,320.5827
FDA57,OUT049,810.21202
DRN35,OUT017,716.33422
FDJ03,OUT046,826.2578
FDX28,OUT017,2210.98864
DRE25,OUT045,1555.70828
FDR09,OUT046,2461.72892
FDB23,OUT035,3495.38342
FDO08,OUT045,2639.03146
FDQ23,OUT049,2292.74888
FDW04,OUT013,1371.548
DRK13,OUT010,474.18276
NCL17,OUT027,3132.05636
FDY21,OUT035,3149.8998
FDJ38,OUT027,3443.1847
FDA37,OUT019,277.70518
FDV43,OUT013,763.40628
FDL36,OUT046,1845.86392
FDD53,OUT045,599.15342
FDZ19,OUT010,324.9104
FDV21,OUT045,2328.50234
NCL54,OUT018,2300.13926
DRI47,OUT027,3447.71214
DRG03,OUT049,2476.64284
FDG21,OUT013,3127.12944
FDW03,OUT018,1278.06968
NCI55,OUT046,2126.96468
DRC36,OUT019,612.8689
FDH22,OUT017,1588.46564
FDV20,OUT045,2296.21104
NCU41,OUT027,5724.68156
FDN46,OUT027,3126.13074
FDK50,OUT045,2200.469
NCA05,OUT027,4495.4816
DRH01,OUT018,3780.27924
FDT08,OUT018,2475.57756
FDM08,OUT018,2963.07632
FDZ07,OUT035,1452.70902
FDS22,OUT017,737.97272
FDV35,OUT027,4601.27722
FDI28,OUT010,177.50228
FDW58,OUT027,2166.44662
FDT52,OUT045,3158.68836
FDY34,OUT046,2717.4627
FDR10,OUT046,2486.62984
FDK57,OUT017,2263.52026
FDR02,OUT027,2232.62714
FDX49,OUT046,3744.85868
FDQ20,OUT046,437.69692
DRK23,OUT045,4875.85314
NCW06,OUT046,3083.91902
FDR31,OUT017,2657.94018
NCE43,OUT013,2774.18886
DRO59,OUT027,2599.41636
FDN09,OUT049,4467.05194
FDR11,OUT046,2347.14474
FDO57,OUT013,2934.04744
NCX18,OUT017,3355.09936
FDB05,OUT018,2435.56298
FDQ08,OUT018,731.98052
NCG43,OUT035,1651.98296
FDJ56,OUT013,1240.98462
FDA13,OUT010,61.71966
FDO56,OUT017,1580.67578
FDB37,OUT018,4363.38688
FDZ02,OUT018,1289.85434
FDQ24,OUT046,6025.22368
FDM16,OUT013,1079.9276
FDU35,OUT049,1941.8057
FDT35,OUT035,2268.58034
NCX30,OUT049,4203.72804
FDG04,OUT017,3265.81558
FDI12,OUT035,1243.11518
FDE35,OUT035,806.9496
NCP14,OUT027,2751.0856
NCY53,OUT045,1976.62704
FDP49,OUT017,760.74308
FDQ04,OUT017,793.10096
FDM39,OUT035,3196.43922
FDO58,OUT019,295.41546
FDC56,OUT017,2220.37642
NCQ54,OUT046,4284.82248
FDV10,OUT027,938.31194
NCK17,OUT046,588.16772
NCF55,OUT027,757.41408
FDV33,OUT013,3784.67352
NCH29,OUT019,231.76498
FDA37,OUT027,3152.563
FDH46,OUT018,1679.21418
FDS25,OUT035,2058.9865
FDH04,OUT027,2398.74424
FDX52,OUT046,2580.37448
NCD42,OUT017,695.69442
FDW47,OUT017,2050.19794
FDL25,OUT027,3348.70768
NCJ06,OUT010,254.86824
FDY09,OUT013,2818.13166
FDS40,OUT046,613.06864
FDH41,OUT017,2924.72624
FDG38,OUT035,1269.74718
FDU03,OUT027,5150.2959
FDV20,OUT046,2233.95874
DRB13,OUT045,2854.88382
NCQ30,OUT013,643.42912
NCH06,OUT013,3991.53758
FDU50,OUT018,1704.98064
NCO42,OUT019,304.6035
FDW09,OUT018,574.31908
FDH04,OUT013,1277.73678
FDC21,OUT045,1637.73484
FDL21,OUT049,680.91366
FDM46,OUT010,250.74028
FDT22,OUT019,161.98914
FDB28,OUT035,3902.18722
FDI12,OUT018,1160.68914
FDA28,OUT045,1551.18084
FDF59,OUT013,1713.4363
FDM45,OUT027,2546.81816
FDQ56,OUT017,1525.61412
FDR46,OUT049,2160.38784
FDT01,OUT013,2591.6265
FDD16,OUT027,2202.06692
NCU30,OUT010,293.08516
FDM40,OUT010,435.83268
FDI56,OUT035,1826.9552
NCS30,OUT013,2404.66986
FDU08,OUT017,2215.71582
FDX51,OUT027,5516.28616
FDA43,OUT045,1828.02048
FDX59,OUT010,39.41536
FDC37,OUT018,1819.56482
FDP58,OUT013,3165.41294
NCY42,OUT035,2061.38338
FDF21,OUT018,2126.09914
FDU10,OUT027,935.91506
DRL47,OUT018,1755.7146
FDA58,OUT018,2291.41728
FDJ22,OUT049,2563.46316
FDK50,OUT046,2265.98372
FDO38,OUT035,1254.50036
DRF60,OUT035,3866.23402
NCZ42,OUT019,467.99082
FDD35,OUT049,1990.0762
FDL25,OUT045,1486.7314
FDJ16,OUT013,733.91134
DRK59,OUT049,3421.74594
FDI50,OUT046,4193.60788
NCB19,OUT045,1444.38652
DRI37,OUT035,801.9561
FDA14,OUT027,3467.88588
FDC08,OUT018,2755.34672
FDS45,OUT046,2158.05754
FDI21,OUT049,1434.26636
DRJ47,OUT035,3357.22992
DRE37,OUT027,3894.46394
FDT55,OUT018,2336.22562
NCG42,OUT027,3855.58122
FDA31,OUT049,2587.69828
NCW42,OUT046,2436.02904
FDF50,OUT017,2173.77042
FDK56,OUT049,3772.68912
FDX10,OUT035,474.0496
NCK07,OUT027,4465.1877
FDZ49,OUT017,3017.4056
FDR33,OUT013,2067.70848
FDO44,OUT018,1184.7911
FDA20,OUT046,3653.71066
NCL30,OUT045,1600.18372
FDI05,OUT019,252.47136
FDQ12,OUT018,3261.68762
FDH47,OUT017,2019.3714
FDH34,OUT018,3523.94624
FDF29,OUT046,2458.73282
FDG40,OUT018,289.35668
NCE18,OUT017,5586.46148
FDP21,OUT010,331.16892
FDY50,OUT013,1638.33406
FDB36,OUT049,2204.73012
NCZ29,OUT049,2314.12106
FDU20,OUT018,1588.53222
FDO56,OUT013,1939.94146
FDW31,OUT049,2360.32758
DRH59,OUT013,692.96464
NCB30,OUT017,3296.50896
FDK43,OUT027,3084.85114
FDW43,OUT045,2767.66402
NCL19,OUT017,2834.6435
FDJ27,OUT046,1267.94952
FDC45,OUT046,2351.9385
FDY40,OUT035,697.49208
NCM41,OUT035,1394.1852
NCK18,OUT019,480.10838
FDP37,OUT049,2506.87016
FDA27,OUT027,6470.51072
NCX30,OUT035,3037.51276
FDR09,OUT017,5040.50548
FDG08,OUT027,4374.306
NCU30,OUT013,2275.30492
FDB16,OUT017,1038.11536
FDM16,OUT017,1426.07702
FDC48,OUT013,1358.232
NCF18,OUT046,2804.48276
FDU46,OUT018,1410.96336
FDH41,OUT018,3788.7349
NCN42,OUT010,307.39986
FDU49,OUT046,1959.7823
FDB20,OUT027,2311.6576
FDG50,OUT019,260.3278
FDW20,OUT045,2132.8903
NCO55,OUT049,1523.08408
FDX48,OUT046,2020.76958
FDU48,OUT046,2045.3376
FDR48,OUT019,324.5775
FDK27,OUT013,1362.49312
FDT35,OUT013,2621.18802
FDN12,OUT049,1594.19152
NCE31,OUT019,85.95478
FDL21,OUT017,564.79814
FDV56,OUT017,1237.7222
FDR16,OUT017,4168.77354
NCP41,OUT049,1702.05112
FDJ27,OUT013,1382.33396
FDA07,OUT017,2160.32126
FDK55,OUT049,1073.40276
FDM33,OUT049,4651.34538
FDY46,OUT046,2966.87138
FDD36,OUT046,1920.1672
FDB12,OUT027,2532.83636
FDF28,OUT019,240.48696
NCE07,OUT019,404.34034
FDW50,OUT027,3773.62124
NCW18,OUT017,3788.53516
NCJ17,OUT019,251.80556
DRZ24,OUT010,206.66432
FDS07,OUT035,2813.40448
NCW05,OUT010,248.07708
FDZ22,OUT018,1301.90532
FDK02,OUT046,2492.22256
FDZ45,OUT027,5256.02494
FDL25,OUT046,1051.89742
FDS08,OUT045,2075.49834
NCZ42,OUT027,9176.58824
FDX57,OUT035,1583.2724
FDF21,OUT046,3238.25146
FDJ56,OUT018,1315.42106
FDX10,OUT013,523.78486
DRG48,OUT035,2262.0555
DRN37,OUT046,2524.18096
